cycle,started_utc,ended_utc,health_status,health_transport_errors,health_p99_us,stats_http,stats_curl_exit
1,2026-08-05T07:31:05Z,2026-08-05T07:33:09Z,2400,0,1167,200,0
2,2026-08-05T07:33:14Z,2026-08-05T07:35:18Z,2400,0,1173,200,0
3,2026-08-05T07:35:23Z,2026-08-05T07:37:28Z,2400,0,1163,200,0
4,2026-08-05T07:37:33Z,2026-08-05T07:39:37Z,2400,0,1179,200,0
5,2026-08-05T07:39:42Z,2026-08-05T07:41:46Z,2400,0,1168,200,0
