sample,utc,unix_nanos,elapsed_s,rss_kib,hwm_kib,threads,fds,proc_ticks,host_ticks,stats_http,listen_overflows,listen_drops,tcp_abort_on_close,tcp_retrans
87,2026-07-30T11:40:08Z,1785411608936903460,90,11836,11948,17,199,16540,324029636,200,196,196,448255600,353847
88,2026-07-30T11:40:09Z,1785411609970435004,91,11836,11948,17,199,16741,324030403,200,196,196,448255600,353847
89,2026-07-30T11:40:11Z,1785411611004177370,93,11836,11948,17,199,16944,324031174,200,196,196,448255600,353847
90,2026-07-30T11:40:12Z,1785411612038675616,94,11836,11948,17,199,17146,324031942,200,196,196,448255600,353847
91,2026-07-30T11:40:13Z,1785411613072948243,95,11884,11948,17,199,17352,324032721,200,196,196,448255600,353847
92,2026-07-30T11:40:14Z,1785411614105946326,96,11848,11948,17,199,17544,324033490,200,196,196,448255600,353847
93,2026-07-30T11:40:15Z,1785411615142421968,97,11848,11948,17,199,17740,324034260,200,196,196,448255600,353847
94,2026-07-30T11:40:16Z,1785411616178017641,98,11852,11948,17,199,17932,324035033,200,196,196,448255600,353847
95,2026-07-30T11:40:17Z,1785411617214656264,99,11848,11948,17,199,18127,324035804,200,196,196,448255600,353847
96,2026-07-30T11:40:18Z,1785411618250216640,100,11848,11948,17,199,18317,324036578,200,196,196,448255600,353847
97,2026-07-30T11:40:19Z,1785411619285557801,101,11656,11948,17,164,18520,324037350,200,196,196,448255600,353847
98,2026-07-30T11:40:20Z,1785411620319948094,102,11688,11948,17,164,18707,324038125,200,196,196,448255600,353847
99,2026-07-30T11:40:21Z,1785411621353964255,103,11656,11948,17,164,18895,324038895,200,196,196,448255600,353847
100,2026-07-30T11:40:22Z,1785411622387499741,104,11656,11948,17,164,19085,324039661,200,196,196,448255600,353847
