sample,utc,unix_nanos,elapsed_s,rss_kib,hwm_kib,threads,fds,proc_ticks,host_ticks,stats_http,listen_overflows,listen_drops,tcp_abort_on_close,tcp_retrans
111,2026-07-30T11:24:22Z,1785410662255006582,115,6556,6752,5,148,18315,323317213,200,196,196,448255598,353817
112,2026-07-30T11:24:23Z,1785410663287999544,116,6560,6752,5,149,18492,323317981,200,196,196,448255598,353817
113,2026-07-30T11:24:24Z,1785410664319684021,117,6628,6752,5,166,18662,323318746,200,196,196,448255598,353817
114,2026-07-30T11:24:25Z,1785410665350993221,118,6628,6752,5,166,18825,323319498,200,196,196,448255598,353817
115,2026-07-30T11:24:26Z,1785410666383318941,119,6628,6752,5,166,18987,323320251,200,196,196,448255598,353817
116,2026-07-30T11:24:27Z,1785410667414233679,120,6628,6752,5,166,19149,323321001,200,196,196,448255598,353817
117,2026-07-30T11:24:28Z,1785410668445621025,121,6628,6752,5,166,19312,323321753,200,196,196,448255598,353817
118,2026-07-30T11:24:29Z,1785410669477398567,122,6628,6752,5,166,19477,323322512,200,196,196,448255598,353817
119,2026-07-30T11:24:30Z,1785410670510706846,123,6628,6752,5,166,19641,323323268,200,196,196,448255598,353817
120,2026-07-30T11:24:31Z,1785410671542577285,124,6628,6752,5,166,19810,323324027,200,196,196,448255598,353817
121,2026-07-30T11:24:32Z,1785410672575524522,125,6628,6752,5,166,19977,323324783,200,196,196,448255598,353817
122,2026-07-30T11:24:33Z,1785410673609424758,126,6628,6752,5,166,20144,323325543,200,196,196,448255598,353817
123,2026-07-30T11:24:34Z,1785410674639356299,127,6628,6752,5,166,20307,323326296,200,196,196,448255598,353817
