sample,utc,unix_nanos,elapsed_s,rss_kib,hwm_kib,threads,fds,proc_ticks,host_ticks,stats_http,listen_overflows,listen_drops,tcp_abort_on_close,tcp_retrans
25,2026-07-30T11:55:16Z,1785412516243086909,26,6688,6688,5,174,3794,324711463,200,196,196,448255600,358267
26,2026-07-30T11:55:17Z,1785412517274772882,27,6688,6708,5,174,3954,324712247,200,196,196,448255600,358269
27,2026-07-30T11:55:18Z,1785412518305855279,28,6708,6708,5,174,4118,324713028,200,196,196,448255600,358270
28,2026-07-30T11:55:19Z,1785412519338163756,29,6708,6708,5,174,4279,324713811,200,196,196,448255600,358272
29,2026-07-30T11:55:20Z,1785412520369877057,30,6708,6708,5,174,4442,324714589,200,196,196,448255600,358273
30,2026-07-30T11:55:21Z,1785412521401706288,31,6712,6712,5,174,4605,324715374,200,196,196,448255600,358276
31,2026-07-30T11:55:22Z,1785412522433751148,32,6712,6712,5,174,4763,324716154,200,196,196,448255600,358277
32,2026-07-30T11:55:23Z,1785412523465034621,33,6712,6712,5,174,4920,324716926,200,196,196,448255600,358277
33,2026-07-30T11:55:24Z,1785412524496312842,34,6712,6712,5,174,5080,324717695,200,196,196,448255600,358277
34,2026-07-30T11:55:25Z,1785412525526759660,35,6712,6712,5,174,5237,324718467,200,196,196,448255600,358277
35,2026-07-30T11:55:26Z,1785412526558274494,36,6712,6712,5,174,5396,324719240,200,196,196,448255600,358278
36,2026-07-30T11:55:27Z,1785412527590973331,37,6712,6712,5,174,5555,324720020,200,196,196,448255600,358284
37,2026-07-30T11:55:28Z,1785412528623089555,38,6712,6712,5,174,5718,324720811,200,196,196,448255600,358289
38,2026-07-30T11:55:29Z,1785412529654699521,39,6712,6712,5,174,5878,324721589,000,196,196,448255600,358292
39,2026-07-30T11:55:30Z,1785412530687823895,40,6712,6712,5,174,6038,324722367,200,196,196,448255600,358297
40,2026-07-30T11:55:31Z,1785412531719475805,41,6712,6712,5,174,6199,324723140,200,196,196,448255600,358298
41,2026-07-30T11:55:32Z,1785412532750644950,42,6712,6736,5,174,6362,324723923,200,196,196,448255600,358300
