scheduled_unix_nanos,sent_unix_nanos,done_unix_nanos,latency_ns,scheduler_lag_ns,status,body_bytes,conn_reused,conn_was_idle,dial_count,wrote_request,failure_class,error_text
1785416318638577082,1785416318638602456,1785416318638828835,251759,25386,0,0,false,false,1,false,request_write_failed,"Post ""http://127.0.0.1:8080/json/medium/decode"": write tcp 127.0.0.1:16964->127.0.0.1:8080: use of closed network connection"
1785416318638377082,1785416318638405868,1785416318638826805,449735,28794,0,0,false,false,1,false,request_write_failed,"Post ""http://127.0.0.1:8080/json/medium/decode"": write tcp 127.0.0.1:16948->127.0.0.1:8080: use of closed network connection"
1785416318638277082,1785416318638314448,1785416318638919848,642772,37364,0,0,false,false,1,false,eof_on_fresh_conn,"Post ""http://127.0.0.1:8080/json/medium/decode"": EOF"
1785416318638527082,1785416318638531213,1785416318638939912,412840,4142,0,0,false,false,1,false,request_write_failed,"Post ""http://127.0.0.1:8080/json/medium/decode"": write tcp 127.0.0.1:16934->127.0.0.1:8080: use of closed network connection"
1785416318638727082,1785416318638738506,1785416318642152253,3425184,11436,0,0,true,false,1,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:16980->127.0.0.1:8080: read: connection reset by peer"
1785416318639177082,1785416318639182428,1785416318642182148,3005078,5359,0,0,true,false,1,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:17006->127.0.0.1:8080: read: connection reset by peer"
1785416318638927082,1785416318638973881,1785416318642210783,3283705,46807,0,0,true,false,0,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:16994->127.0.0.1:8080: read: connection reset by peer"
1785416318642977082,1785416318642988405,1785416318644251588,1274519,11326,0,0,false,false,1,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:17328->127.0.0.1:8080: read: connection reset by peer"
1785416318643427082,1785416318643463502,1785416318644469059,1041990,36431,0,0,true,false,1,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:17390->127.0.0.1:8080: read: connection reset by peer"
1785416318643477082,1785416318643488346,1785416318644487075,1010004,11275,0,0,true,false,1,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:17406->127.0.0.1:8080: read: connection reset by peer"
1785416318646477082,1785416318646526042,1785416318650234732,3757662,48971,0,0,true,true,0,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:17658->127.0.0.1:8080: read: connection reset by peer"
1785416318646627082,1785416318646638691,1785416318650265735,3638664,11620,0,0,true,true,0,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:17680->127.0.0.1:8080: read: connection reset by peer"
1785416318646727082,1785416318646741651,1785416318650290333,3563254,14580,0,0,true,true,0,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:17664->127.0.0.1:8080: read: connection reset by peer"
1785416318646777082,1785416318646807317,1785416318650285441,3508370,30240,0,0,false,false,1,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:17684->127.0.0.1:8080: read: connection reset by peer"
1785416318646877082,1785416318646898912,1785416318650293761,3416692,21844,0,0,false,false,1,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:17706->127.0.0.1:8080: read: connection reset by peer"
1785416318646827082,1785416318646848295,1785416318650309232,3482150,21226,0,0,false,false,1,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:17700->127.0.0.1:8080: read: connection reset by peer"
