scheduled_unix_nanos,sent_unix_nanos,done_unix_nanos,latency_ns,scheduler_lag_ns,status,body_bytes,conn_reused,conn_was_idle,dial_count,wrote_request,failure_class,error_text
1785416307725476882,1785416307725481978,1785416307725940030,463156,5106,0,0,false,false,1,true,eof_on_fresh_conn,"Get ""http://127.0.0.1:8080/json/medium"": EOF"
1785416307739476882,1785416307740176723,1785416307750250396,10773524,699908,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31318->127.0.0.1:8080: read: connection reset by peer"
1785416307740176882,1785416307740190333,1785416307750235336,10058467,13461,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31304->127.0.0.1:8080: read: connection reset by peer"
1785416307739826882,1785416307740184563,1785416307750268301,10441428,357682,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31320->127.0.0.1:8080: read: connection reset by peer"
1785416307740226882,1785416307740273234,1785416307750284156,10057284,46354,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31328->127.0.0.1:8080: read: connection reset by peer"
1785416307740376882,1785416307740405452,1785416307750419372,10042502,28580,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31354->127.0.0.1:8080: read: connection reset by peer"
1785416307742726882,1785416307742750552,1785416307750444757,7717878,23680,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31438->127.0.0.1:8080: read: connection reset by peer"
1785416307742826882,1785416307742850225,1785416307750486488,7659614,23353,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31442->127.0.0.1:8080: read: connection reset by peer"
1785416307740326882,1785416307740350112,1785416307750489038,10162155,23232,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31340->127.0.0.1:8080: read: connection reset by peer"
1785416307742526882,1785416307742572204,1785416307750507044,7980170,45320,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31406->127.0.0.1:8080: read: connection reset by peer"
1785416307742676882,1785416307742706606,1785416307750557002,7880129,29727,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31426->127.0.0.1:8080: read: connection reset by peer"
1785416307740276882,1785416307740284289,1785416307750570867,10293989,7409,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31334->127.0.0.1:8080: read: connection reset by peer"
1785416307742626882,1785416307742653025,1785416307750584702,7957829,26147,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31414->127.0.0.1:8080: read: connection reset by peer"
1785416307742576882,1785416307742592160,1785416307750652228,8075354,15279,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31392->127.0.0.1:8080: read: connection reset by peer"
1785416307742126882,1785416307742489713,1785416307750704023,8577143,362833,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31370->127.0.0.1:8080: read: connection reset by peer"
1785416307742226882,1785416307742464445,1785416307750722635,8495759,237563,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31386->127.0.0.1:8080: read: connection reset by peer"
1785416307742476882,1785416307742487086,1785416307750795236,8318356,10213,0,0,false,false,1,true,peer_reset,"Get ""http://127.0.0.1:8080/json/medium"": read tcp 127.0.0.1:31378->127.0.0.1:8080: read: connection reset by peer"
