scheduled_unix_nanos,sent_unix_nanos,done_unix_nanos,latency_ns,scheduler_lag_ns,status,body_bytes,conn_reused,conn_was_idle,dial_count,wrote_request,failure_class,error_text
1785416775082460294,1785416775082857797,1785416775083186078,725792,397504,0,0,false,false,1,false,request_write_failed,"Post ""http://127.0.0.1:8080/json/medium/decode"": write tcp 127.0.0.1:62398->127.0.0.1:8080: use of closed network connection"
1785416775082510294,1785416775082516108,1785416775083231449,721164,5817,0,0,false,false,1,false,eof_on_fresh_conn,"Post ""http://127.0.0.1:8080/json/medium/decode"": EOF"
1785416775083110294,1785416775083685407,1785416775083850720,740426,575131,0,0,true,false,1,false,request_write_failed,"Post ""http://127.0.0.1:8080/json/medium/decode"": write tcp 127.0.0.1:62428->127.0.0.1:8080: use of closed network connection"
1785416775083210294,1785416775083791467,1785416775084024441,814157,581183,0,0,false,false,1,false,eof_on_fresh_conn,"Post ""http://127.0.0.1:8080/json/medium/decode"": EOF"
1785416775083960294,1785416775083981532,1785416775084315212,354920,21237,0,0,true,false,1,false,request_write_failed,"Post ""http://127.0.0.1:8080/json/medium/decode"": write tcp 127.0.0.1:62518->127.0.0.1:8080: use of closed network connection"
1785416775086560294,1785416775086574077,1785416775087387929,827635,13793,0,0,false,false,1,false,eof_on_fresh_conn,"Post ""http://127.0.0.1:8080/json/medium/decode"": EOF"
1785416775087110294,1785416775087140109,1785416775087458862,348576,29817,0,0,true,false,1,false,broken_pipe,"Post ""http://127.0.0.1:8080/json/medium/decode"": readfrom tcp 127.0.0.1:62842->127.0.0.1:8080: write tcp 127.0.0.1:62842->127.0.0.1:8080: write: broken pipe"
1785416775087160294,1785416775087211160,1785416775087547030,386747,50878,0,0,true,false,0,false,request_write_failed,"Post ""http://127.0.0.1:8080/json/medium/decode"": write tcp 127.0.0.1:62912->127.0.0.1:8080: use of closed network connection"
1785416775086510294,1785416775086517503,1785416775087846885,1336591,7219,0,0,false,false,2,false,eof_on_fresh_conn,"Post ""http://127.0.0.1:8080/json/medium/decode"": EOF"
1785416775086910294,1785416775086955669,1785416775087858000,947710,45385,0,0,false,false,1,true,peer_reset,"Post ""http://127.0.0.1:8080/json/medium/decode"": read tcp 127.0.0.1:62926->127.0.0.1:8080: read: connection reset by peer"
